OTHER,T_NAMEC,CC_NAMEC,JUDGE_NAMEC,TTAS_DEGREE,NHI_DEGREE
A100901,A10婦產科,A1009懷孕問題小於20週,重度呼吸窘迫(＜90%),1,1
A131501,A13一般和其他,A1315蒼白/貧血,重度呼吸窘迫(＜90%),1,1
T020209,T02頭部外傷,T0202頭部穿刺傷,頭部穿刺傷,2,2
T030214,T03顏面部外傷,T0302顏面部穿刺傷,凝血異常-中度或輕度的出血,3,3
T050212,T05鼻子外傷,T0502鼻子撕裂傷、擦傷,表淺撕裂性/出血已停止,4,4
T070206,T07頸部外傷,T0702頸部穿刺傷,血行動力循環不足,2,2
T080301,T08胸部外傷,T0803胸部撕裂傷、擦傷,心跳/呼吸停止,1,1
T090209,T09腹部(含骨盆)外傷,T0902腹部(含骨盆)穿刺傷,腹部穿刺傷,2,2
T090303,T09腹部(含骨盆)外傷,T0903腹部(含骨盆)撕裂傷、擦傷,休克,1,1
T100207,T10腰、背部外傷,T1002腰、背部穿刺傷,意識程度改變(GCS9-13),2,2
T100306,T10腰、背部外傷,T1003腰、背部撕裂傷、擦傷,血行動力循環不足,2,2
T110301,T11會陰部及生殖器官外傷,T1103會陰部及生殖器官撕裂傷、擦傷,中度呼吸窘迫(＜92%),2,2
T110311,T11會陰部及生殖器官外傷,T1103會陰部及生殖器官撕裂傷、擦傷,急性中樞中度疼痛(4-7),3,3
T110308,T11會陰部及生殖器官外傷,T1103會陰部及生殖器官撕裂傷、擦傷,睪丸外露,2,2
T130106,T13皮膚外傷,T1301燒燙傷,意識程度改變(GCS9-13),2,2
E010303,E01環境,E0103動物咬傷,無意識(GCS3-8),1,1
E010404,E01環境,E0104蛇咬傷,中度呼吸窘迫(＜92%),2,2
E010412,E01環境,E0104蛇咬傷,急性周邊重度疼痛(8-10),3,3
E010410,E01環境,E0104蛇咬傷,輕度呼吸窘迫(92-94%),3,3
P071402,P07耳鼻喉系統,P0714上呼吸道感染相關症狀(鼻塞、流鼻水、咳嗽、喉嚨痛),血行動力循環不足,2,2
P071403,P07耳鼻喉系統,P0714上呼吸道感染相關症狀(鼻塞、流鼻水、咳嗽、喉嚨痛),意識程度改變(GCS9-13),2,2
P071406,P07耳鼻喉系統,P0714上呼吸道感染相關症狀(鼻塞、流鼻水、咳嗽、喉嚨痛),年齡>3Y，體溫>38℃，免疫功能缺陷,2,2
P071407,P07耳鼻喉系統,P0714上呼吸道感染相關症狀(鼻塞、流鼻水、咳嗽、喉嚨痛),重度疼痛(8-10),2,2
P071408,P07耳鼻喉系統,P0714上呼吸道感染相關症狀(鼻塞、流鼻水、咳嗽、喉嚨痛),輕度呼吸窘迫(92-94%),3,3
P071410,P07耳鼻喉系統,P0714上呼吸道感染相關症狀(鼻塞、流鼻水、咳嗽、喉嚨痛),年齡3M~3Y，體溫>38℃，看起來無病容(活動力佳),3,3
P071411,P07耳鼻喉系統,P0714上呼吸道感染相關症狀(鼻塞、流鼻水、咳嗽、喉嚨痛),年齡>3Y，體溫>38℃，看起來有病容(活動力不佳),3,3
P071412,P07耳鼻喉系統,P0714上呼吸道感染相關症狀(鼻塞、流鼻水、咳嗽、喉嚨痛),中度疼痛(4-7),3,3
P071413,P07耳鼻喉系統,P0714上呼吸道感染相關症狀(鼻塞、流鼻水、咳嗽、喉嚨痛),年齡>3Y，體溫>38℃，看起來無病容(活動力佳),4,4
P071414,P07耳鼻喉系統,P0714上呼吸道感染相關症狀(鼻塞、流鼻水、咳嗽、喉嚨痛),輕度疼痛(<4),4,4
P080101,P08眼科,P0801眼睛分泌物,重度疼痛(8-10),2,2
P080102,P08眼科,P0801眼睛分泌物,中度疼痛(4-7),3,3
P080103,P08眼科,P0801眼睛分泌物,輕度疼痛(<4),4,4
P080104,P08眼科,P0801眼睛分泌物,急性分泌物,4,4
P080105,P08眼科,P0801眼睛分泌物,慢性分泌物，生命徵象正常，無發燒，無疼痛不適,5,5
P080201,P08眼科,P0802眼睛內異物(包括角膜擦傷和角膜異物),重度疼痛(8-10),2,2
P080202,P08眼科,P0802眼睛內異物(包括角膜擦傷和角膜異物),尖銳性異物,2,2
P080203,P08眼科,P0802眼睛內異物(包括角膜擦傷和角膜異物),急性或突發性視覺改變,2,2
P080204,P08眼科,P0802眼睛內異物(包括角膜擦傷和角膜異物),中度疼痛(4-7),3,3
P080205,P08眼科,P0802眼睛內異物(包括角膜擦傷和角膜異物),輕度疼痛(<4),4,4
P080301,P08眼科,P0803眼睛疼痛,重度疼痛(8-10),2,2
P080302,P08眼科,P0803眼睛疼痛,急性或突發性視覺改變,2,2
P080303,P08眼科,P0803眼睛疼痛,中度疼痛(4-7),3,3
P080304,P08眼科,P0803眼睛疼痛,輕度疼痛(<4),4,4
P080401,P08眼科,P0804眼睛紅/癢,重度疼痛(8-10),2,2
P080402,P08眼科,P0804眼睛紅/癢,中度疼痛(4-7),3,3
P080405,P08眼科,P0804眼睛紅/癢,眼睛紅癢，生命徵象正常，無發燒，無疼痛不適,5,5
P080501,P08眼科,P0805畏光/光傷害,重度疼痛(8-10),2,2
P080502,P08眼科,P0805畏光/光傷害,急性或突發性視覺改變,2,2
P080503,P08眼科,P0805畏光/光傷害,中度疼痛(4-7),3,3
P080601,P08眼科,P0806眼眶腫脹,中度呼吸窘迫(<92%),2,2
P080602,P08眼科,P0806眼眶腫脹,血行動力循環不足,2,2
P080603,P08眼科,P0806眼眶腫脹,意識程度改變(GCS9-13),2,2
P080604,P08眼科,P0806眼眶腫脹,年齡<3M，體溫>38℃或<36℃,2,2
P080607,P08眼科,P0806眼眶腫脹,重度疼痛(8-10),2,2
P080608,P08眼科,P0806眼眶腫脹,輕度呼吸窘迫(92-94%),3,3
P080609,P08眼科,P0806眼眶腫脹,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
P080610,P08眼科,P0806眼眶腫脹,年齡3M~3Y，體溫>38℃，看起來無病容(活動力佳),3,3
P080611,P08眼科,P0806眼眶腫脹,年齡>3Y，體溫>38℃，看起來有病容(活動力不佳),3,3
P080613,P08眼科,P0806眼眶腫脹,眼眶周圍區域蜂窩性組織炎,3,3
P080615,P08眼科,P0806眼眶腫脹,輕度疼痛(<4),4,4
P080616,P08眼科,P0806眼眶腫脹,眼眶輕微腫脹，生命徵象正常，無發燒，無疼痛不適,5,5
P080702,P08眼科,P0807視覺障礙,慢性或漸進性視覺改變，生命徵象正常，無發燒，無疼痛不適,4,4
P080801,P08眼科,P0808複視.*假如懷疑腦中風，請選擇P0410中風症狀,急性發作,3,3
P080901,P08眼科,P0809眼睛複檢,急性或突發性視覺改變,2,2
P080902,P08眼科,P0809眼睛複檢,重度疼痛(8-10),2,2
P080904,P08眼科,P0809眼睛複檢,輕度疼痛(<4),4,4
P080905,P08眼科,P0809眼睛複檢,眼睛複檢，生命徵象正常，無發燒，無疼痛不適,5,5
P081001,P08眼科,P0810化學物質暴露眼睛,化學物質濺入眼睛，造成傷害,2,2
P090102,P09皮膚系統,P0901搔癢,輕度疼痛(<4),4,4
P090103,P09皮膚系統,P0901搔癢,搔癢，生命徵象正常，無發燒，無疼痛不適,5,5
P090201,P09皮膚系統,P0902紅疹,中度呼吸窘迫(<92%),2,2
P090202,P09皮膚系統,P0902紅疹,血行動力循環不足,2,2
P090205,P09皮膚系統,P0902紅疹,年齡3M~3Y，體溫>38℃，免疫功能缺陷或看起來有病容(活動力不佳),2,2
P090207,P09皮膚系統,P0902紅疹,重度疼痛(8-10),2,2
P090208,P09皮膚系統,P0902紅疹,紫斑或瘀斑，病容明顯,2,2
P090209,P09皮膚系統,P0902紅疹,輕度呼吸窘迫(92-94%),3,3
P090210,P09皮膚系統,P0902紅疹,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
P090212,P09皮膚系統,P0902紅疹,年齡>3Y，體溫>38℃，看起來有病容(活動力不佳),3,3
P090213,P09皮膚系統,P0902紅疹,中度疼痛(4-7),3,3
P090214,P09皮膚系統,P0902紅疹,臉部蜂窩性組織炎，眼眶周圍區域,3,3
P090215,P09皮膚系統,P0902紅疹,廣泛性紅疹,3,3
P090217,P09皮膚系統,P0902紅疹,輕度疼痛(<4),4,4
P090218,P09皮膚系統,P0902紅疹,局部性紅疹(過敏反應),4,4
P090219,P09皮膚系統,P0902紅疹,局部性紅疹，非過敏反應，生命徵象正常，無發燒，無疼痛不適,5,5
P090301,P09皮膚系統,P0903局部紅腫,重度呼吸窘迫(<90%),1,1
P090302,P09皮膚系統,P0903局部紅腫,休克,1,1
P090303,P09皮膚系統,P0903局部紅腫,無意識(GCS3-8),1,1
P090305,P09皮膚系統,P0903局部紅腫,血行動力循環不足,2,2
P090306,P09皮膚系統,P0903局部紅腫,意識程度改變(GCS9-13),2,2
P090307,P09皮膚系統,P0903局部紅腫,年齡<3M，體溫>38℃或<36℃,2,2
P090309,P09皮膚系統,P0903局部紅腫,年齡>3Y，體溫>38℃，免疫功能缺陷,2,2
P090310,P09皮膚系統,P0903局部紅腫,重度疼痛(8-10),2,2
P090311,P09皮膚系統,P0903局部紅腫,紫斑或瘀斑，病容明顯,2,2
P090316,P09皮膚系統,P0903局部紅腫,中度疼痛(4-7),3,3
P090312,P09皮膚系統,P0903局部紅腫,輕度呼吸窘迫(92-94%),3,3
P090313,P09皮膚系統,P0903局部紅腫,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
P090315,P09皮膚系統,P0903局部紅腫,年齡>3Y，體溫>38℃，看起來有病容(活動力不佳),3,3
P090317,P09皮膚系統,P0903局部紅腫,臉部蜂窩性組織炎，眼眶周圍區域,3,3
P090318,P09皮膚系統,P0903局部紅腫,廣泛性蜂窩組織炎/紅腫,3,3
P090320,P09皮膚系統,P0903局部紅腫,輕度疼痛(<4),4,4
P090321,P09皮膚系統,P0903局部紅腫,局部性蜂窩組織炎/紅腫,4,4
P090401,P09皮膚系統,P0904發紺,重度呼吸窘迫(<90%),1,1
P090403,P09皮膚系統,P0904發紺,無意識(GCS3-8),1,1
P090404,P09皮膚系統,P0904發紺,中樞型發紺,1,1
P090405,P09皮膚系統,P0904發紺,中度呼吸窘迫(<92%),2,2
P090406,P09皮膚系統,P0904發紺,血行動力循環不足,2,2
P090407,P09皮膚系統,P0904發紺,意識程度改變(GCS9-13),2,2
P090409,P09皮膚系統,P0904發紺,年齡3M~3Y，體溫>38℃，免疫功能缺陷或看起來有病容(活動力不佳),2,2
P090410,P09皮膚系統,P0904發紺,年齡>3Y，體溫>38℃，免疫功能缺陷,2,2
P090501,P09皮膚系統,P0905自發性瘀斑,重度呼吸窘迫(<90%),1,1
P090502,P09皮膚系統,P0905自發性瘀斑,休克,1,1
P090503,P09皮膚系統,P0905自發性瘀斑,無意識(GCS3-8),1,1
P090504,P09皮膚系統,P0905自發性瘀斑,中度呼吸窘迫(<92%),2,2
P090505,P09皮膚系統,P0905自發性瘀斑,血行動力循環不足,2,2
P090507,P09皮膚系統,P0905自發性瘀斑,年齡<3M，體溫>38℃或<36℃,2,2
P090508,P09皮膚系統,P0905自發性瘀斑,年齡3M~3Y，體溫>38℃，免疫功能缺陷或看起來有病容(活動力不佳),2,2
P090510,P09皮膚系統,P0905自發性瘀斑,凝血異常-危及生命或肢體的出血,2,2
P090511,P09皮膚系統,P0905自發性瘀斑,輕度呼吸窘迫(92-94%),3,3
P090512,P09皮膚系統,P0905自發性瘀斑,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
P090514,P09皮膚系統,P0905自發性瘀斑,年齡>3Y，體溫>38℃，看起來有病容(活動力不佳),3,3
P090515,P09皮膚系統,P0905自發性瘀斑,凝血異常-中度或輕度的出血,3,3
P090516,P09皮膚系統,P0905自發性瘀斑,自發性瘀斑,3,3
P090517,P09皮膚系統,P0905自發性瘀斑,年齡>3Y，體溫>38℃，看起來無病容(活動力佳),4,4
P090601,P09皮膚系統,P0906腫塊、長繭等,中度呼吸窘迫(<92%),2,2
P090603,P09皮膚系統,P0906腫塊、長繭等,意識程度改變(GCS9-13),2,2
P090604,P09皮膚系統,P0906腫塊、長繭等,年齡<3M，體溫>38℃或<36℃,2,2
P090606,P09皮膚系統,P0906腫塊、長繭等,年齡>3Y，體溫>38℃，免疫功能缺陷,2,2
P090608,P09皮膚系統,P0906腫塊、長繭等,輕度呼吸窘迫(92-94%),3,3
P090609,P09皮膚系統,P0906腫塊、長繭等,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
P090610,P09皮膚系統,P0906腫塊、長繭等,年齡3M~3Y，體溫>38℃，看起來無病容(活動力佳),3,3
P090613,P09皮膚系統,P0906腫塊、長繭等,年齡>3Y，體溫>38℃，看起來無病容(活動力佳),4,4
P090614,P09皮膚系統,P0906腫塊、長繭等,輕度疼痛(<4),4,4
P090615,P09皮膚系統,P0906腫塊、長繭等,腫塊、長繭等，生命徵象正常，無發燒，無疼痛不適,5,5
P090701,P09皮膚系統,P0907乳房紅腫,中度呼吸窘迫(<92%),2,2
P090702,P09皮膚系統,P0907乳房紅腫,血行動力循環不足,2,2
P090704,P09皮膚系統,P0907乳房紅腫,年齡<3M，體溫>38℃或<36℃,2,2
P090706,P09皮膚系統,P0907乳房紅腫,年齡>3Y，體溫>38℃，免疫功能缺陷,2,2
P090707,P09皮膚系統,P0907乳房紅腫,重度疼痛(8-10),2,2
P090708,P09皮膚系統,P0907乳房紅腫,輕度呼吸窘迫(92-94%),3,3
P090709,P09皮膚系統,P0907乳房紅腫,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
P090711,P09皮膚系統,P0907乳房紅腫,年齡>3Y，體溫>38℃，看起來有病容(活動力不佳),3,3
P090712,P09皮膚系統,P0907乳房紅腫,中度疼痛(4-7),3,3
P090713,P09皮膚系統,P0907乳房紅腫,年齡>3Y，體溫>38℃，看起來無病容(活動力佳),4,4
P090714,P09皮膚系統,P0907乳房紅腫,輕度疼痛(<4),4,4
P090801,P09皮膚系統,P0908疑似傳染性皮膚病,重度疼痛(8-10),2,2
P090802,P09皮膚系統,P0908疑似傳染性皮膚病,輕度呼吸窘迫(92-94%),3,3
P100102,P10婦產科,P1001月經問題,休克,1,1
P090803,P09皮膚系統,P0908疑似傳染性皮膚病,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
P090804,P09皮膚系統,P0908疑似傳染性皮膚病,中度疼痛(4-7),3,3
P090805,P09皮膚系統,P0908疑似傳染性皮膚病,輕度疼痛(<4),4,4
P090901,P09皮膚系統,P0909皮膚內異物,年齡3M~3Y，體溫>38℃，看起來無病容(活動力佳),3,3
P090902,P09皮膚系統,P0909皮膚內異物,年齡>3Y，體溫>38℃，看起來有病容(活動力不佳),3,3
P090903,P09皮膚系統,P0909皮膚內異物,中度疼痛(4-7),3,3
P090904,P09皮膚系統,P0909皮膚內異物,年齡>3Y，體溫>38℃，看起來無病容(活動力佳),4,4
P090905,P09皮膚系統,P0909皮膚內異物,輕度疼痛(<4),4,4
P091001,P09皮膚系統,P0910其他皮膚情況,輕度呼吸窘迫(92-94%),3,3
P091002,P09皮膚系統,P0910其他皮膚情況,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
P091003,P09皮膚系統,P0910其他皮膚情況,年齡3M~3Y，體溫>38℃，看起來無病容(活動力佳),3,3
P091005,P09皮膚系統,P0910其他皮膚情況,中度疼痛(4-7),3,3
P091006,P09皮膚系統,P0910其他皮膚情況,年齡>3Y，體溫>38℃，看起來無病容(活動力佳),4,4
P091007,P09皮膚系統,P0910其他皮膚情況,輕度疼痛(<4),4,4
P091008,P09皮膚系統,P0910其他皮膚情況,其他皮膚情況，生命徵象正常，無發燒，無疼痛不適,5,5
P100101,P10婦產科,P1001月經問題,重度呼吸窘迫(<90%),1,1
P100104,P10婦產科,P1001月經問題,中度呼吸窘迫(<92%),2,2
P100105,P10婦產科,P1001月經問題,血行動力循環不足,2,2
P100106,P10婦產科,P1001月經問題,意識程度改變(GCS9-13),2,2
P100107,P10婦產科,P1001月經問題,年齡<3M，體溫>38℃或<36℃,2,2
P100109,P10婦產科,P1001月經問題,年齡>3Y，體溫>38℃，免疫功能缺陷,2,2
P100110,P10婦產科,P1001月經問題,重度疼痛(8-10),2,2
P100111,P10婦產科,P1001月經問題,無法控制的出血,2,2
P100112,P10婦產科,P1001月經問題,輕度呼吸窘迫(92-94%),3,3
P100113,P10婦產科,P1001月經問題,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
P100115,P10婦產科,P1001月經問題,年齡>3Y，體溫>38℃，看起來有病容(活動力不佳),3,3
P100116,P10婦產科,P1001月經問題,中度疼痛(4-7),3,3
P100117,P10婦產科,P1001月經問題,年齡>3Y，體溫>38℃，看起來無病容(活動力佳),4,4
P100118,P10婦產科,P1001月經問題,輕度疼痛(<4),4,4
P100201,P10婦產科,P1002陰道內異物,重度呼吸窘迫(<90%),1,1
P100202,P10婦產科,P1002陰道內異物,休克,1,1
P100203,P10婦產科,P1002陰道內異物,無意識(GCS3-8),1,1
P100204,P10婦產科,P1002陰道內異物,中度呼吸窘迫(<92%),2,2
P100205,P10婦產科,P1002陰道內異物,血行動力循環不足,2,2
P100206,P10婦產科,P1002陰道內異物,意識程度改變(GCS9-13),2,2
P100209,P10婦產科,P1002陰道內異物,年齡>3Y，體溫>38℃，免疫功能缺陷,2,2
P100210,P10婦產科,P1002陰道內異物,重度疼痛(8-10),2,2
P100211,P10婦產科,P1002陰道內異物,年齡3M~3Y，體溫>38℃，看起來無病容(活動力佳),3,3
P100212,P10婦產科,P1002陰道內異物,年齡>3Y，體溫>38℃，看起來有病容(活動力不佳),3,3
P100215,P10婦產科,P1002陰道內異物,輕度疼痛(<4),4,4
P100216,P10婦產科,P1002陰道內異物,陰道內異物，生命徵象正常，無發燒，無疼痛不適,5,5
P100301,P10婦產科,P1003陰道分泌物,中度呼吸窘迫(<92%),2,2
P100302,P10婦產科,P1003陰道分泌物,血行動力循環不足,2,2
P100304,P10婦產科,P1003陰道分泌物,年齡<3M，體溫>38℃或<36℃,2,2
P100306,P10婦產科,P1003陰道分泌物,年齡>3Y，體溫>38℃，免疫功能缺陷,2,2
P100307,P10婦產科,P1003陰道分泌物,重度疼痛(8-10),2,2
P100308,P10婦產科,P1003陰道分泌物,輕度呼吸窘迫(92-94%),3,3
P100310,P10婦產科,P1003陰道分泌物,年齡3M~3Y，體溫>38℃，看起來無病容(活動力佳),3,3
P100311,P10婦產科,P1003陰道分泌物,年齡>3Y，體溫>38℃，看起來有病容(活動力不佳),3,3
P100312,P10婦產科,P1003陰道分泌物,中度疼痛(4-7),3,3
P100314,P10婦產科,P1003陰道分泌物,輕度疼痛(<4),4,4
P100401,P10婦產科,P1004確定或疑似性侵害,確定或疑似性侵害,1,1
P100315,P10婦產科,P1003陰道分泌物,陰道分泌物，輕微症狀，生命徵象正常，無發燒，無疼痛不適,5,5
P100501,P10婦產科,P1005陰道出血,重度呼吸窘迫(<90%),1,1
P100502,P10婦產科,P1005陰道出血,休克,1,1
P100503,P10婦產科,P1005陰道出血,無意識(GCS3-8),1,1
P100504,P10婦產科,P1005陰道出血,中度呼吸窘迫(<92%),2,2
P100506,P10婦產科,P1005陰道出血,意識程度改變(GCS9-13),2,2
P100507,P10婦產科,P1005陰道出血,年齡<3M，體溫>38℃或<36℃,2,2
P100509,P10婦產科,P1005陰道出血,年齡>3Y，體溫>38℃，免疫功能缺陷,2,2
P100510,P10婦產科,P1005陰道出血,重度疼痛(8-10),2,2
P100511,P10婦產科,P1005陰道出血,凝血異常-危及生命或肢體的出血,2,2
P100512,P10婦產科,P1005陰道出血,大量陰道出血,2,2
